ASVID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV12032	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA
ASV12033	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	NA
ASV12034	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Moranbacteria	NA	NA	NA
ASV12037	Bacteria	Margulisbacteria	NA	NA	NA	NA	NA
ASV12038	Bacteria	Cyanobacteria	NA	NA	NA	NA	NA
ASV12039	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	NA	NA	NA
ASV1204	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	NA
ASV12040	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV12041	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV12042	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV12043	Bacteria	Desulfobacterota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile	NA
ASV12044	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	NA
ASV12045	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	NA
ASV12046	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
ASV12047	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	NA
ASV12048	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	NA
ASV12049	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	NA
ASV1205	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Calothrix_PCC-6303	NA
ASV12050	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosospira	multiformis
ASV12051	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
ASV12052	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA	NA
ASV12053	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA	NA
ASV12054	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	NA
ASV12056	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA
ASV12057	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA
ASV12058	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	NA	NA	NA
ASV1206	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
ASV12060	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV12061	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV12062	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV12063	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	NA	NA
ASV12064	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA
ASV12066	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	NA	NA
ASV12068	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV12069	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus_Xiphinematobacter	NA
ASV1207	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV12070	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV12071	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	NA
ASV12072	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	NA
ASV12073	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillales_Incertae_Sedis	Stella	NA
ASV12075	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella	NA
ASV12076	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	NA
ASV12077	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV12078	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV12079	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV12080	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV12081	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV12082	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24	NA	NA	NA
ASV12083	Bacteria	Verrucomicrobiota	Verrucomicrobiae	S-BQ2-57_soil_group	NA	NA	NA
ASV12084	Bacteria	SAR324_clade(Marine_group_B)	NA	NA	NA	NA	NA
ASV12085	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV12086	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	NA
ASV12087	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	NA	NA
ASV12088	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA
ASV12090	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV12091	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Moranbacteria	NA	NA	NA
ASV12092	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	NA	NA
ASV12093	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Yanofskybacteria	NA	NA	NA
ASV12094	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	NA	NA
ASV12095	Bacteria	Chloroflexi	Anaerolineae	SJA-15	NA	NA	NA
ASV12096	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA	NA
ASV12097	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA
ASV12098	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AB1	NA	NA
ASV12099	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV121	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	jaspsi
ASV1210	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
ASV12100	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV12101	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
ASV12102	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	NA	NA
ASV12104	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	NA
ASV12105	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobium	NA
ASV12106	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	LD29	NA
ASV12107	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	NA
ASV12108	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV12109	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA
ASV1211	Bacteria	Chloroflexi	Ktedonobacteria	C0119	NA	NA	NA
ASV12110	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	NA	NA	NA
ASV12112	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	NA
ASV12113	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	NA	NA	NA
ASV12114	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
ASV12115	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	AAP99	NA
ASV12116	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
ASV12117	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV12118	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	NA
ASV12120	Bacteria	Verrucomicrobiota	Verrucomicrobiae	S-BQ2-57_soil_group	NA	NA	NA
ASV12121	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	NA	NA	NA
ASV12122	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV12123	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Sterolibacterium	NA
ASV12124	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV12125	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	NA	NA
ASV12126	Bacteria	Actinobacteriota	Actinobacteria	PeM15	NA	NA	NA
ASV12127	Bacteria	Desulfobacterota	Syntrophorhabdia	Syntrophorhabdales	Syntrophorhabdaceae	Syntrophorhabdus	NA
ASV12128	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	NA	NA
ASV12129	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV1213	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA
ASV12131	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocystis	NA
ASV12132	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	NA
ASV12133	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	NA	NA	NA
ASV12134	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	NA
ASV12135	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	NA
ASV12136	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	NA
ASV12137	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	NA
ASV12139	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA
ASV1214	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	NA	NA	NA
ASV12140	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV12141	Bacteria	WPS-2	NA	NA	NA	NA	NA
ASV12142	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV12143	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	NA	NA
ASV12144	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV12146	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV12147	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA
ASV12148	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	NA
ASV12149	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	NA	NA	NA
ASV1215	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	NA
ASV12150	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA	NA
ASV12151	Bacteria	Bacteroidota	Bacteroidia	SM1A07	NA	NA	NA
ASV12153	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA	NA
ASV12155	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
ASV12156	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV12157	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV12158	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	NA
ASV12159	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA	NA
ASV12160	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA
ASV12161	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	NA	NA
ASV12162	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	NA
ASV12163	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV12164	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
ASV12165	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA
ASV12167	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA
ASV12168	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	NA	NA
ASV12169	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
ASV1217	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	NA
ASV12170	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV12171	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
ASV12172	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae_UCG-011	NA
ASV12173	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	NA	NA	NA
ASV12174	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
ASV12175	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	LD29	NA
ASV12178	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
ASV12179	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA
ASV1218	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	NA	NA
ASV12180	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	NA
ASV12181	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	MIZ36	NA
ASV12182	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_12	NA
ASV12183	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	NA
ASV12184	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA
ASV12185	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Moranbacteria	NA	NA	NA
ASV12186	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	NA
ASV12187	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA
ASV12189	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	NA
ASV1219	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis	suberifaciens
ASV12190	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	NA
ASV12191	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudaminobacter	NA
ASV12192	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Amesbacteria	NA	NA	NA
ASV12194	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
ASV12195	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	NA	NA	NA
ASV12196	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	NA	NA
ASV12197	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
ASV12198	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
ASV12199	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	NA	NA
ASV122	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV1220	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV12200	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA
ASV12201	Bacteria	Patescibacteria	Berkelbacteria	NA	NA	NA	NA
ASV12202	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Yanofskybacteria	NA	NA	NA
ASV12204	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA
ASV12205	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	M2PT2-76_termite_group	NA
ASV12206	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	NA	NA
ASV12207	Bacteria	Verrucomicrobiota	Verrucomicrobiae	S-BQ2-57_soil_group	NA	NA	NA
ASV12208	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	LD29	NA
ASV12209	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	NA	NA
ASV1221	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV12210	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	NA
ASV12211	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	NA	NA
ASV12213	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA	NA
ASV12214	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA
ASV12215	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA
ASV12216	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	NA
ASV12217	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA
ASV12218	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA
ASV12219	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia	NA
ASV1222	Bacteria	Proteobacteria	Gammaproteobacteria	WD260	NA	NA	NA
ASV12220	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	NA
ASV12221	Bacteria	Cyanobacteria	Sericytochromatia	NA	NA	NA	NA
ASV12222	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Verruc-01	NA
ASV12223	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Silvanigrella	NA
ASV12224	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella	NA
ASV12225	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	NA
ASV12226	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV12227	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	NA
ASV12228	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
ASV12229	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA
ASV1223	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
ASV12230	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	NA	NA
ASV12231	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV12234	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	NA	NA
ASV12235	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV12236	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV12238	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	NA
ASV12239	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	NA
ASV1224	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	NA
ASV12240	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
ASV12241	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	NA	NA
ASV12242	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Sporocytophaga	NA
ASV12244	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	NA	NA	NA
ASV12248	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidicapsa	NA
ASV12249	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA	NA
ASV12250	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
ASV12251	Bacteria	SAR324_clade(Marine_group_B)	NA	NA	NA	NA	NA
ASV12252	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA
ASV12255	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	NA
ASV12256	Bacteria	SAR324_clade(Marine_group_B)	NA	NA	NA	NA	NA
ASV12257	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV12258	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA	NA
ASV12259	Bacteria	SAR324_clade(Marine_group_B)	NA	NA	NA	NA	NA
ASV1226	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	NA	NA
ASV12260	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA
ASV12261	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV12263	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV12264	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Moranbacteria	NA	NA	NA
ASV12265	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA
ASV12266	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV12267	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
ASV12268	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
ASV12269	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV1227	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA
ASV12270	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	NA
ASV12271	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV12272	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	NA	NA
ASV12273	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	NA	NA
ASV12274	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Crenothrix	NA
ASV12275	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
ASV12277	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	NA
ASV12278	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
ASV12279	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
ASV12281	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV12282	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	alphaI_cluster	NA
ASV12283	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	NA	NA
ASV12285	Bacteria	Spirochaetota	Brevinematia	Brevinematales	Brevinemataceae	Brevinema	NA
ASV12286	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA	NA
ASV12287	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	NA
ASV12288	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV12289	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Staskawiczbacteria	NA	NA	NA
ASV1229	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	NA	NA	NA
ASV12290	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	NA	NA	NA
ASV12291	Bacteria	Chloroflexi	Anaerolineae	ADurb.Bin180	NA	NA	NA
ASV12292	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
ASV12293	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	NA
ASV12294	Bacteria	Verrucomicrobiota	Verrucomicrobiae	NA	NA	NA	NA
ASV12295	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
ASV12297	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
ASV12298	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV12299	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	NA	NA
ASV123	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	NA	NA	NA
ASV12300	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	NA
ASV12301	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	NA
ASV12302	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV12303	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA	NA
ASV12304	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV12305	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI_0001001-H03	NA
ASV12306	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	RBG-16-49-21	NA
